0,1
"en: What's important isn't which university you've graduated from, but what you learned while you were there.","ny: Chofunika si university yomwe wachitilako mamphunziro ako, koma zomwe wamphunzira uli kumeneko."
"en: If your spouse is a politician, then likely your name will also appear in the newspaper from time to time.","ny: Ngati bwenzi lako lili la ndale, ndi chadziwikire kuti dzina lako lizipezeka mu newspaper kawiri-kawiri."
"en: Last year, I spent so much time by myself that I almost forgot how to communicate effectively with others.","ny: Chaka chatha, ndinakhala pandekha moti ndinaiwala kulumikizana ndi anthu ena moyenerera."
"en: Tom asked Mary a few questions that she couldn't answer, but she was able to answer most of his questions.","ny: Tom anamufunsa Mary mafunso ochepa omwe sanayankhe, koma anatha kuyankhapo mafunso ochuluka."
en: Tom couldn't hear what the teacher was saying because all of the other students were making so much noise.,ny: Tom sanathe kumva bwino lomwe zomwe a mphunzitsi amayankhula chifukwa omphunzira onse amachita mphokoso kwambiri.
en: We were unsure what kind of person Tom would be and whether he would like to live in the same house as us.,ny: Tinali osatsimikizika kuti Tom ndi munthu wotani kuti antha kukhala nyumba ngati mmene ife tikukhalira
"en: When I woke up today, I yawned, stretched, rubbed the sleep out of my eyes, and put on a pair of slippers.","ny: Nditadzuka lero, ndinayatsamula, kuziwongola mwiniwake, kutikika maso mwanga kuchotsa tulo, kenako kuvala ma silipasi anga."
"en: Cats are like girls. If they talk to you it's great, but if you try to talk to them, it doesn't go so well.","ny: Amphaka ali ngati atsikana. Akamakuyankhula zimakhala bwino, koma ukayerekeza kuyankhula nawo, sizitha bwino."
en: He began to suspect something was wrong when the seller didn't allow him to test the item before buying it.,ny: Anayamba kukaikira chinachake choipa pamene ogulitsa sanalole kuti alawe kaye asanagule katunduyo.
"en: He got tired of being the devil's advocate and now agrees with every idea they suggest, no matter how dumb.",ny: Anatopa kukhala woyakhulira satana ndipo pano amavomereza china chilichonse chonenedwa angakhale chikhale cholakwika.
"en: Incidentally, this room doesn't have anything like an air conditioner. All it has is a hand-held paper fan.","ny: Mwangozi, chipinda chino chilibe makina ozizilitsa kapena kutethetsa. Chomwe chilipo ndi pepala lonyamula manja ndi kumazikupiza wekha."
"en: Last year in the Philippines, earthquakes and tidal waves resulted in the deaths of more than 6,000 people.","ny: Chaka chatha ku Philippines, chivomezi ndi mafunde zinapangitsa ifa ya anthu oposera 6 000."
en: There have been a lot of complaints recently about drivers not obeying the speed limits in downtown Boston.,ny: Pakhala madandaulo ochuluka posachedwapa okhudza ma dalayivala oyendetsa galimoto kuti samvera zizindiko za pamsewu za liwilo loyendetsera galimoto mu mzinda wa Boston
en: We're gonna make sure that no one is taking advantage of the American people for their own short-term gain.,ny: Tionetsetse kuti palibe amene akupeza mphindu kwa achiameleka pa nthawi yochepa yamphindu.
en: Why did I buy flowers? Is that what you just said? It's really noisy here so I couldn't hear you very well.,ny: Ndinagulilanji maluwa? Kodi ndi zomwe munanena? Muli mphokonso muno sindinave zomwe munanena bwino lomwe.
en: I like to feel sad. I know that most people try to avoid any kind of sad feeling. But I think that is wrong.,ny: Ndimakonda kumverera kudandaula. Ndikudziwa kuti anthu ambiri amapewa kukhala odandaula. Koma ndikuganiza kuti ndi kulakwika.
en: I talked with Tom for over an hour before he said something that made me realize he wasn't a native speaker.,ny: Ndinayankhula ndi Tom pafupifupi ola limodzi pomwe anayankhula china chake zomwe zinandipangitsa kuzindikira kuti sadziwa chiyankhulo kwenikweni.
"en: Eight years ago, we were in the early stages of what would become the worst economic crisis of our lifetimes.","ny: Zaka 8 zapitazo, tinali mu kuyamba kwa mavuto a zachuma osadziwa kuti zizakhala zoipitsitsa moyo onse."
"en: I don't think it's necessary for me to sound like a native speaker, I just want to be able to speak fluently.","ny: Sindikuganiza kuti ndi zofunikira kwa ine kuyankhula ngati chiyankhulocho ndi chobadwa nacho, ndikugofuna kumayankhula bwino lomwe opanda vuto."
"en: I don't think there is any excuse for his behavior. At the same time, we should listen to what he has to say.","ny: Ndikuganiza kuti palibe chowilingula chilichonse pa khalidwe lake. Pomweponso, timvere zomwe anene."
"en: If you don't start treating people with a little more respect, people may start avoiding you like the plague.","ny: Ngati suyamba kuwalemekeza anthuwa, athu azayamba kukupewa ngati ndiwe mulili."
en: It is easier for a camel to pass through the eye of a needle than for a rich man to enter the kingdom of God.,ny: Ndizosavuta kuti ngamila idutse pa bowo la singano kusiyana ndi munthu wolemera kulowa ufumu wa kumwamba.
"en: It's hard to be a woman. One must think like a man, act like a lady, look like a girl, and work like a horse.","ny: Ndizovuta kukhala zimayi. Uyenera kuganiza ngati mwamuna, Kuchita zithu ngati mkazi, Kuwoneka ngati tsikana ndiponso kugwira ntchito ngati bulu."
en: A lot of banging and cussing could be heard coming out of the garage when Tom was trying to fix the lawnmower.,ny: Kumenyetsa kwambiri ndi kutukwana kumamveka mu garage pomwe Tom amayesera kukonza handmoiwer.
en: I can't believe that you aren't at least willing to consider the possibility that there's another explanation.,ny: Sindingathe kukhulupilila kuti sunali ololera kuganizira kuthekera kuti pali kafotokozedwe kena.
en: It doesn't make sense to criticize someone for doing something that we would do if we were in their situation.,ny: Sizigwira kutsutsa winawake pochita chinachake chomwe ifenso tinakakhala mmalo mwawo tinakachita chimodzimodzi.
"en: Masculine qualities in a woman are seen as strength, while feminine qualities in a man are viewed as weakness.","ny: Maonekedwe achimuna kwa zimayi zimaoneka ngati zabwino, pomwe maonekedwe a zimayi kwa mwamuna zimaoneka ngati chifoko."
"en: The graphic description of the victim's murder was too much for his mother, who ran out of the court in tears.","ny: Kafotokozedwe kogwiritsa ntchito zithunzi kwa ophedwa zinali zovuta kwa mayi ake, omwe anatuluka mu bwalo la milandu ndi misonzi."
"en: Even though Tom told Mary about his problem, he didn't want to listen to any advice she had on how to solve it.","ny: Angakhale Tom anamuuza Mary zokhudzana ndi ndi vuto, sanafune kumumvera ku malangizo ena alionse anali nawo kuti athane ndi vutolo."
"en: I realize I may not be the most desirable man in the world, but I still hope you'll consider going out with me.","ny: Ndikuzindikira kuti mwina sindingakhale muthu okhumbilika pa dziko lapansi, komabe ndikuyembekeza kuti tidzayenda limodzi."
"en: In preparation for painting a portrait, my friend takes many photographs in order to study the subject closely.","ny: Pokozekera kukajambula chinthunzi cha utoto, mzanga anatenga zithunzi zambiri ndi cholinga choti akazionenso bwino lomwe."
en: Life would be infinitely happier if we could only be born at the age of eighty and gradually approach eighteen.,ny: Moyo unakakhala wosangalatsako tinakati tizibadwa tili ndi zaka 8 kenako kumakula pang'onopang'ono kufika zaka 18.
"en: People often lie about what they did on the weekend, so their friends won't realize how boring they really are.","ny: Athu nthawi zambiri amanama zokhudza zomwe anachita kumapeto kwa sabata, ndi cholinga choti azawo asazindikire mmene iwo alili obowa."
en: Something you should know about me is that my greatest fear in life is that people will find out that I'm poor.,ny: China chomwe udziwe chokhudza ine ndi mantha akulu omwe ndili nawo mu moyo wanga ndi athu kuzindikira mmene ndilili osauka.
en: Tom pressed his ear against the wall to see if he could hear what his parents were discussing in the next room.,ny: Tom anagunditsa nkhutu lake ku nkhoma kuti amve ngati kotheka zomwe makolo ake amakambilana mu chipinda china.
"en: Tom was obsessed by the belief that, one by one, everyone around him was being abducted and replaced by aliens.","ny: Tom anadzadzidwa ndi zikhulupiliro zoti, modzi, modzi munthu womuzungulira amabedwa ndi kuikapo mlowammalo wa zukwa."
"en: I know that it is highly unlikely that you'd ever want to go out with me, but I still need to ask at least once.","ny: Ndikudziwa kuti ndi mochuluka zedi kusatheka kuti uzayenda nane, komabe ndikufuna ndikufunse kamodzi kokha."
"en: Acting on advice from his astronomers, Alexander the Great decided not to attack Egypt and went to India instead.","ny: Pochita zomwe omphunzira za nyenyezi anamuuza, Alexander wamkuluyo anaganiza osachita topola ndi dziko la Aigupto mmalo mwake anachitila topola dziko la India"
"en: I came here to see if there was something I could do to help, but there doesn't seem to be anything for me to do.","ny: Ndinabwera kuno kuti ndione ngati pali china chilichonse chomwe ndingathandize, koma palibe chomwe ndingachite kuti ndithandize."
"en: I know you're upset about your car being totaled, but you weren't injured and you should be thankful to be alive.","ny: Ndikudziwa kuti wasokonekera mutu ndi galimoto yako mmene yawonongekera, koma sunavulale ndipo uziyamika kuti uli moyo."
en: The World Health Organization says alcohol abuse is the third leading cause of death and disability in the world.,ny: Bungwe lowona zaumoyo padziko lonse lapansi lanena kuti kumwa mowa mwa uchidakwa ndi chithu chachitatu chomwe chikupha athu ndi ulumali.
"en: Babies can become dehydrated from a high fever, so I was told that it would be better to send him to the hospital.","ny: Tiana tikhoza kukhala ndi madzi ochepa nthupi chifukwa cha litsipa, ndiye ndinauzidwa kuti ndi kwabwino kutengera mwana ku chipatala."
"en: Did you know that in Japan, if you have a tattoo, you won't be allowed to bathe in many of the hot spring resorts?","ny: Mumadziwa kodi kuti ku Japan, ngati uli ndi zojambula pathupi lanu, simuloledwa kusamba ma hotel."
"en: Everybody has a right to his own opinion. However, sometimes it's better not to tell anybody what that opinion is.","ny: Aliyense ali ndi ufulu ku maganizo ake. ngakhale zili chocho, ndi kwabwino kusanena maganizo ako."
en: The Himalayas were formed by the collision of the tectonic plates of India and Eurasia about 50 million years ago.,ny: Himalayas inapangidwa pomwe mbale zapansi za ku India ndi Eurasia zitakhulana pansi.
en: The police can't find a single person who remembers seeing you where you said you were on the night of the murder.,ny: Apolice sangapeze wina aliyense amene akukumbukira kukuonani inu komwe munati munali mu usiku wa kupha.
"en: Tom likes Mary, but Mary likes John. To make matters even more interesting, John likes Alice, but Alice likes Tom.","ny: Tom amakonda Mary, koma Mary amakonda John. Kupangitsa kuti zithu zimveke modabwitsa, John amakonda Alice koma Alice amakonda Tom."
en: Tom was sad when he discovered that Mary was a gold digger and Mary was sad when she discovered that Tom was poor.,ny: Tom anadandaula atazindikira kuti Mary ndi opempha zedi ndipo Mary anadandaula atadziwa kuti Tom ndi osauka.
en: What kind of a parent would leave their child unattended in the car outside the pub while they're inside drinking?,ny: Ndi kholo la mtundu wanji lomwe lingasiye mwana wawo mu galimoto osamusamala panja ma malo omwera mowa iwo akumwa mowa mu bala.
en: Witnesses told police that the train was travelling way over the speed limit when it derailed going around a bend.,ny: Mboni zinauza a police kuti sitima imathamanga kwambiri kuposera mlingo wake pomwe imafika popendeka.
en: The Belo Monte dam in Brazil is a controversial project because of its impact on the environment and native people.,ny: Project ya Dam Monte ku Brazil ndizovuta kuvetsa chifukwa za zotsatira zake pa zachilengedwe komanso anthu ozungulira malowa.
"en: Tom's constant arguing irritates some of his classmates. However, most of the class has just learned to ignore him.","ny: Kutsutsatsuka kwa Tom zomwe zimapangitsa ena aziboweka naye kalasi. komabe, ambiri a mukalasi yake anamuzolowera."
"en: How's the trouble and strife? is an example of a sentence using Cockney rhyming slang. It means ""How's your wife?""","ny: Mavuto ndi kukangana zili pati? Ndichitsanzo cha chiganizo chogwiritsidwa ntchito ndi Cockney rhyming slang. kutathauza ""mkazi wako ali bwanji"""
en: Getting your message across is much more important than trying to say it exactly like a native speaker would say it.,ny: Kuyankhula moveka bwino kwa womvetsera ndi chofunika zedi kusiyana ndi kuyesetsa kuyakhula ngati unabadwa nacho chiyankhulocho.
"en: Over 100 tons of dust and sand-sized particles bombard the earth every day from space, most of which goes unnoticed.","ny: Fumbi loposera mazana amatani ndi tithu tokula ngati mchenga zimagwa padziko tsiku lina lililonse kuchokera mlengalenga. Zambiri za izo, sizidziwidwa."
en: The typical elements of a foreign culture are changed into the typical elements of the local culture of translators.,ny: Zokhudza eni ake a chikhalidwe chogobwera zasithidwa kukhala chikhalidwe cha wathu ogochilandira.
"en: Tom tried to sell his old VCR instead of throwing it away, but no one would buy it, so he ended up throwing it away.","ny: Tom anayesera kugulitsa VCR yake yakale malo mogoitaya, koma palibe amene agaigule. chocho anagothela kuyitayabe."
