sentence,category,chich_gloria,chich_shadreck
"In 1964, Roger Miller agreed to record sixteen songs. One of those songs was ""Dang Me."" It became his first number one selling record.",Online,"Mu chaka cha 1964, Roger Miller anavomera kutulutsa nyimbo 16. Imodzi mwa nyimbozo inali ""Dang me"" inali nyimbo yomwe anagulitsa kwambiri","Mu chaka cha 1964, Roger Miller anavomera kutulutsa nyimbo 16. Imodzi mwa nyimbozo inali ""Dang me"" inali nyimbo yomwe anagulitsa kwambiri"
"Tom hadn't washed clothes in a long time, so he searched through his dirty clothes to see if there was something clean enough to wear.",Online,"Tom watenga nthawi asanachape zovala zake, kotelo anayang'ana mu zovala zake zakuda kuti apeze ngati mungapezeke zoyererako kuti avale","Tom watenga nthawi asanachape zovala zake, kotelo anayang'ana mu zovala zake zakuda kuti apeze ngati mungapezeke zoyererako kuti avale"
One way to lower the number of errors in the Tatoeba Corpus would be to encourage people to only translate into their native languages.,Online,Njira imodzi yochepetsera zolakwika mu Tatoeba Corpus ndikulimbikitsa aliyense kumasulira mu chiyankhulo chobadwa nacho.,Njira imodzi yochepetsera zolakwika mu Tatoeba Corpus ndikulimbikitsa aliyense kumasulira mu chiyankhulo chobadwa nacho.
I want a religion that respects the differences that exist between people and that states that each individual has their own personality.,Online,"Ndikufuna chipemphezo cholemekeza kusiyana komwe kulipo pakati pa wathu, komanso chomwe chimanena kuti aliyense ali ndi mbali yake ngati munthu payenkha.","Ndikufuna chipemphezo cholemekeza kusiyana komwe kulipo pakati pa wathu, komanso chomwe chimanena kuti aliyense ali ndi mbali yake ngati munthu payenkha."
"She has a boyfriend she's been going out with since high school, but she feels their relationship is in a rut, so she's become discontented.",Online,"Anali ndi chibwenzi chake chomwe amayenda nacho kuyambira ku secondary sukulu, koma akumverera kuti ubwenzi wawo wavuta. Kotero wakhala wosaukitsika.","Anali ndi chibwenzi chake chomwe amayenda nacho kuyambira ku secondary sukulu, koma akumverera kuti ubwenzi wawo wavuta. Kotero wakhala wosaukitsika."
Always use distilled water in steam irons because using ordinary water will cause a mineral build-up over time that will clog the steam holes.,Online,"Nthawi zonse gwiritsani ntchito madzi okozedwa bwino lomwe mu makina owongola zovala chifukwa kugwiritsa ntchito madzi wamba, kumapangitsa kutseka ma bowo omwe makinawa amakhala nawo kamba ka zomwe madziwa amapanga.","Nthawi zonse gwiritsani ntchito madzi okozedwa bwino lomwe mu makina owongola zovala chifukwa kugwiritsa ntchito madzi wamba, kumapangitsa kutseka ma bowo omwe makinawa amakhala nawo kamba ka zomwe madziwa amapanga."
I think it's a shame that some foreign language teachers were able to graduate from college without ever having studied with a native speaker.,Online,Ndikuona ngati ndi zamanyazi kuti amphunzitsi ochokera maiko akunja anamaliza mamphunziro awo ku koleji opanda olo ndi kamodzi komwe kuphunzitsidwa ndi badwa za derali.,Ndikuona ngati ndi zamanyazi kuti amphunzitsi ochokera maiko akunja anamaliza mamphunziro awo ku koleji opanda olo ndi kamodzi komwe kuphunzitsidwa ndi badwa za derali.
"You can fool some of the people all of the time, and all of the people some of the time, but you can't fool all of the people all of the time.",Online,"Ukhoza kupusisa athu wena nthawi zonse, ndipo athu onse mu nthawi ina. komabe sugapusitse athu onse nthawi zonse.","Ukhoza kupusisa athu wena nthawi zonse, ndipo athu onse mu nthawi ina. komabe sugapusitse athu onse nthawi zonse."
"If you translate from your second language into your own native language, rather than the other way around, you're less likely to make mistakes.",Online,"Ngati umasulira chiyankhulo chako chachiwiri kuchokera mu chiyankhulo chobadwa nacho, kusiyana ndi mbali inayo. ndi povuta kupanga zolakwika.","Ngati umasulira chiyankhulo chako chachiwiri kuchokera mu chiyankhulo chobadwa nacho, kusiyana ndi mbali inayo. ndi povuta kupanga zolakwika."
"People speak so much about the need for leaving a better planet for our children, and forget the urgency of leaving better children for our planet.",Online,"Athu amayakhula kwambiri zofunika kusiya dziko labwino kwa ana athu, Sitiganiza zosiya ana abwino ku dziko lathu.","Athu amayakhula kwambiri zofunika kusiya dziko labwino kwa ana athu, Sitiganiza zosiya ana abwino ku dziko lathu."
The Australian Prime Minister has said that he does not intend to engage in megaphone diplomacy with Egypt over the jailing of an Australian journalist.,Online,Nduna ya ikulu yanena kuti sakuganizira zolowetsapo kuyankhulana mwa mkweza mawu ndi dziko la Aigupto chifukwa cha mtolankhani yemwe anamagidwa wachi Austraria,Nduna ya ikulu yanena kuti sakuganizira zolowetsapo kuyankhulana mwa mkweza mawu ndi dziko la Aigupto chifukwa cha mtolankhani yemwe anamagidwa wachi Austraria
"You may not learn to speak as well as a native speaker, but you should be able to speak well enough that native speakers will understand what you have to say.",Online,"Simugaphunzire kuyakhula ngati eni ake a chiyankhulo, koma uyenera kutha kuyankhula moti eni chiyankhulo ndi kumvetsa zomwe ukuyankhula","Simugaphunzire kuyakhula ngati eni ake a chiyankhulo, koma uyenera kutha kuyankhula moti eni chiyankhulo ndi kumvetsa zomwe ukuyankhula"
"If a person has not had a chance to acquire his target language by the time he's an adult, he's unlikely to be able to reach native speaker level in that language.",Online,"Ngati muthu analephera kuphunzira chiyankhulo adakali mwana, ndi kovuta kuti azayakhule ngati mwini chiyakhulo atakula.","Ngati muthu analephera kuphunzira chiyankhulo adakali mwana, ndi kovuta kuti azayakhule ngati mwini chiyakhulo atakula."
"It's still too hard to find a job. And even if you have a job, chances are you're having a tougher time paying the rising costs of everything from groceries to gas.",Online,"Ndikovutabe kupeza ntchito. Angakhale utapeza ntchito, mwayi omwe uli nawo","Ndikovutabe kupeza ntchito. Angakhale utapeza ntchito, mwayi omwe uli nawo"
"You can't easily put photos on an iPad from more than one computer. However, you can email photos to yourself from various computers and download these photos to your iPad.",Online,"Ndikovuta kuyika zithunzi pa iPad kuchokera pa ma kompyuta oposera imodzi. Ngakhale zili chochobe, ukhoza kutumiza zithunzi zako kwa iwe mwini kugwiritsa ntchito email yako kuchokera ma kompyuta angapo ndikuzitsitsa kugwiritsa ntchito iPad imodzi.","Ndikovuta kuyika zithunzi pa iPad kuchokera pa ma kompyuta oposera imodzi. Ngakhale zili chochobe, ukhoza kutumiza zithunzi zako kwa iwe mwini kugwiritsa ntchito email yako kuchokera ma kompyuta angapo ndikuzitsitsa kugwiritsa ntchito iPad imodzi."
"You can't view Flash content on an iPad. However, you can easily email yourself the URLs of these web pages and view that content on your regular computer when you get home.",Online,"Sungaone zithu zamu fulashi kugwiritsa ntchito iPad. Ngakhale zili chocho, ukhoza kuzitumizira wekha mosavuta kumatsamba amenewa ndikuziona zithuzo kugwiritsa ntchito kompyuta ina utafika kunyumba.","Sungaone zithu zamu fulashi kugwiritsa ntchito iPad. Ngakhale zili chocho, ukhoza kuzitumizira wekha mosavuta kumatsamba amenewa ndikuziona zithuzo kugwiritsa ntchito kompyuta ina utafika kunyumba."
"A mistake young people often make is to start learning too many languages at the same time, as they underestimate the difficulties and overestimate their own ability to learn them.",Online,Kulakwitsa komwe achinyamata amachita nthawi zambiri ndi kuyamba kumphunzira ziyankhulo zambiri mu nthwi imodzi akuchepetsa zovuta komanso kukulitsa lutha lawo,Kulakwitsa komwe achinyamata amachita nthawi zambiri ndi kuyamba kumphunzira ziyankhulo zambiri mu nthwi imodzi akuchepetsa zovuta komanso kukulitsa lutha lawo
"No matter how much you try to convince people that chocolate is vanilla, it'll still be chocolate, even though you may manage to convince yourself and a few others that it's vanilla.",Online,Angakhale mutanena kosalekeza kuwamemeza athu kuti chocolate ndi vanilla. chikhalabe chocolate. Angakhale mutakwanitsa kuvomereza ndi azizanu ndi vanilla.,Angakhale mutanena kosalekeza kuwamemeza athu kuti chocolate ndi vanilla. chikhalabe chocolate. Angakhale mutakwanitsa kuvomereza ndi azizanu ndi vanilla.
"In 1969, Roger Miller recorded a song called ""You Don't Want My Love."" Today, this song is better known as ""In the Summer Time."" It's the first song he wrote and sang that became popular.",Online,"Mu 1969, Roger Miller anatulutsa nyimbo mutu wake ""Sufuna chikondi changa"". lero, nyimboyi imadziwika bwino kuti ""its summer time"". Ndi nyimbo yoyamba yomwe analemba ndi kuyimba koyamaba.","Mu 1969, Roger Miller anatulutsa nyimbo mutu wake ""Sufuna chikondi changa"". lero, nyimboyi imadziwika bwino kuti ""its summer time"". Ndi nyimbo yoyamba yomwe analemba ndi kuyimba koyamaba."
A child who is a native speaker usually knows many things about his or her language that a non-native speaker who has been studying for years still does not know and perhaps will never know.,Online,Mwana wobadwira mu chiyankhulo nthawi zambiri amadziwa zochuluka za chiyankhulocho kusiyana ndi munthu yemwe wakhala akuphunzira chiyankhulocho kwa zaka zochuluka koma zoti saziwa ndipo sazadziwa bwino lomwe.,Mwana wobadwira mu chiyankhulo nthawi zambiri amadziwa zochuluka za chiyankhulocho kusiyana ndi munthu yemwe wakhala akuphunzira chiyankhulocho kwa zaka zochuluka koma zoti saziwa ndipo sazadziwa bwino lomwe.
"There are four main causes of alcohol-related death. Injury from car accidents or violence is one. Diseases like cirrhosis of the liver, cancer, heart and blood system diseases are the others.",Online,"Pali njira zinayi zodzetsa imfa kamba ka kumwa mowa, ngozi yapamsewu kapena chipolowe. nkhansa ya chiwindi, khansa, matenda a mtima ndi kayendedwe ka magazi thupi ndi zinanso mwa izo","Pali njira zinayi zodzetsa imfa kamba ka kumwa mowa, ngozi yapamsewu kapena chipolowe. nkhansa ya chiwindi, khansa, matenda a mtima ndi kayendedwe ka magazi thupi ndi zinanso mwa izo"
"There are mothers and fathers who will lie awake after the children fall asleep and wonder how they'll make the mortgage, or pay their doctor's bills, or save enough for their child's college education.",Online,"Pali azimayi ndi azibambo omwe akhalabe asanagone panthawi yomwe ana awo agona ndikuganizira mmene agaperekere ngongole zawo, kapena ma bilu akuchipatala, kapena kusunga ndalama za mamphunziro za ana awo ku kolenji.","Pali azimayi ndi azibambo omwe akhalabe asanagone panthawi yomwe ana awo agona ndikuganizira mmene agaperekere ngongole zawo, kapena ma bilu akuchipatala, kapena kusunga ndalama za mamphunziro za ana awo ku kolenji."
A carbon footprint is the amount of carbon dioxide pollution that we produce as a result of our activities. Some people try to reduce their carbon footprint because they are concerned about climate change.,Online,"Carbon footprint ndi kuchuluka kwa mpweya oyipa omwe omwe wawononga omwe timaupanga kuchokera mu zopanga zathu, Athu ena amachepetsa kupanga mpweyawu poganizira kusintha kwa nyengo.","Carbon footprint ndi kuchuluka kwa mpweya oyipa omwe omwe wawononga omwe timaupanga kuchokera mu zopanga zathu, Athu ena amachepetsa kupanga mpweyawu poganizira kusintha kwa nyengo."
"Since there are usually multiple websites on any given topic, I usually just click the back button when I arrive on any webpage that has pop-up advertising. I just go to the next page found by Google and hope for something less irritating.",Online,"Poti pali ma tsmaba ambiri a internate pa nkhani ina iliyonse yaperekedwa, nthawi zambiri ndimagodina batani la mbuyo pa webu ina iliyonse ndalowapo lomwe likulengeza. Ndimagopita pa tsamba lotsatilallo lapelekedwa ndi google, ndikuona pamenepo kuti pakhoza kukhala zobowa zochepelako.","Poti pali ma tsmaba ambiri a internate pa nkhani ina iliyonse yaperekedwa, nthawi zambiri ndimagodina batani la mbuyo pa webu ina iliyonse ndalowapo lomwe likulengeza. Ndimagopita pa tsamba lotsatilallo lapelekedwa ndi google, ndikuona pamenepo kuti pakhoza kukhala zobowa zochepelako."
"If you want to sound like a native speaker, you must be willing to practice saying the same sentence over and over in the same way that banjo players practice the same phrase over and over until they can play it correctly and at the desired tempo.",Online,"Ngati ukufuna kumveka ngati bamdwa ya chiyankhulo, ukuyenera kumabwereza kunena ngati chiganizo chomwechomwecho ngagapo konse ngati mmene oyimba banja amachitira pobwerza pamkana pomwepomwepo mpakana atayimba moyenera ndi kutulutsa moyenerera.","Ngati ukufuna kumveka ngati bamdwa ya chiyankhulo, ukuyenera kumabwereza kunena ngati chiganizo chomwechomwecho ngagapo konse ngati mmene oyimba banja amachitira pobwerza pamkana pomwepomwepo mpakana atayimba moyenera ndi kutulutsa moyenerera."
"Tom hurt his left knee during practice, so John had to play the game in his place.",Online,"Tom anavulala bondo lake lakumamzere akuyeserera, kotero John amayenera kusewera masewerowo mmalo mwake.","Tom anavulala bondo lake lakumamzere akuyeserera, kotero John amayenera kusewera masewerowo mmalo mwake."
"Tom liked Mary for years, but at some point, his feelings for her changed to love.",Online,"Tom anamukonda Mary kwa zaka, koma pa nthawi ina, ma mverero ake anasitha kukhala kungwa chikondi.","Tom anamukonda Mary kwa zaka, koma pa nthawi ina, ma mverero ake anasitha kukhala kungwa chikondi."
Tom said he thought that it would be a big mistake to tell Mary what had happened.,Online,Tom anati anaganiza kuti kukhala kulakwitsa kwakukulu kumuuza Mary zomwe zinachitika.,Tom anati anaganiza kuti kukhala kulakwitsa kwakukulu kumuuza Mary zomwe zinachitika.
"Tom took thousands of pictures during his vacation, but then never looked at them.",Online,"Tom anatenga zithunzi za zikwi ku ntchuthi kwake, komabe sanazionenso komwe.","Tom anatenga zithunzi za zikwi ku ntchuthi kwake, komabe sanazionenso komwe."
Tom wants to buy an eight-track player to put in the car his grandmother gave him.,Online,Tom akufuna kugula choyimba kasanu ndi katatu kuti ayike mu galimoto yomwe anamupatsa agogo ake.,Tom akufuna kugula choyimba kasanu ndi katatu kuti ayike mu galimoto yomwe anamupatsa agogo ake.
"When I visited their apartment, the couple was right in the middle of an argument.",Online,"Mmene ndinawayendera komwe amakhala, iwo anali ali mkatimkati mokangana.","Mmene ndinawayendera komwe amakhala, iwo anali ali mkatimkati mokangana."
"When I was 10 years old, I thought that when I would be 16, my life would be cool.",Online,"Ndili ndi zaka nkhumi, ndikaganiza kuti ndizakakwana zaka nkhumi zisanu ndi chimodzi, moyo wanga uzakhala pabwino.","Ndili ndi zaka nkhumi, ndikaganiza kuti ndizakakwana zaka nkhumi zisanu ndi chimodzi, moyo wanga uzakhala pabwino."
A man's worth should be judged by his character rather than by his social position.,Online,Ulemu wa munthu uzitengera nkhalidwe lake osati udindo wake mu mdera.,Ulemu wa munthu uzitengera nkhalidwe lake osati udindo wake mu mdera.
